feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
mz150.957560797289_rt1736.069	Metabolomics_Round	R3	2.09614695056952	0.155178053291605	43	43	4.36938676300013e-16	9.29656758085135e-14
mz178.119047046156_rt333.343	Metabolomics_Round	R3	1.50471984565372	0.112193507538459	43	43	5.47535349504188e-16	1.14069864480039e-13
mz123.09183053105_rt1710.683	Metabolomics_Round	R3	-1.3644905095733	0.10207624921468	43	43	6.07946833910247e-16	1.24070782430663e-13
mz376.928682989528_rt313.405	Metabolomics_Round	R3	2.2937808812391	0.176414396004123	43	43	1.4486028404011e-15	2.8972056808022e-13
mz422.384281059624_rt1570.037	Metabolomics_Round	R3	2.33812671419155	0.180203600594258	43	43	1.54679672228133e-15	2.97460908131024e-13
mz423.387537807965_rt1570.6385	Metabolomics_Round	R3	2.41095324282144	0.185702135875949	43	43	1.5173958151525e-15	2.97460908131024e-13
mz692.834102014488_rt1726.596	Metabolomics_Round	R3	-1.37122818578584	0.106343603836601	43	43	1.87804639640436e-15	3.54348376680067e-13
mz91.5422995488011_rt239.081	Metabolomics_Round	R3	0.971054356575139	0.0757726840086807	43	43	2.27293971330197e-15	4.20914761722586e-13
mz425.079818487676_rt297.046	Metabolomics_Round	R3	-1.92604890168039	0.15096255310186	43	43	2.60931218414105e-15	4.74420397116555e-13
mz511.439997351372_rt1563.5195	Metabolomics_Round	R3	2.04756863921556	0.160989300548399	43	43	2.87433925928505e-15	5.13274867729473e-13
mz770.966702362566_rt1759.326	Metabolomics_Round	R3	1.39207671172311	0.10972259723873	43	43	3.10295003681778e-15	5.44377199441715e-13
mz206.893934972511_rt298.109	Metabolomics_Round	R3	1.98316189901414	0.156512423186743	43	43	3.22861994168343e-15	5.56658610635074e-13
mz144.982411789868_rt9.055	Metabolomics_Round	R3	1.27591513521342	0.100878232921872	43	43	3.41406629152808e-15	5.78655303648827e-13
